Index,Country Name,Country Code,classes,Indicator Name,Indicator Code,Y1961,Y1962,Y1963,Y1964,Y1965,Y1966,Y1967,Y1968,Y1969,Y1970,Y1971,Y1972,Y1973,Y1974,Y1975,Y1976,Y1977,Y1978,Y1979,Y1980,Y1981,Y1982,Y1983,Y1984,Y1985,Y1986,Y1987,Y1988,Y1989,Y1990,Y1991,Y1992,Y1993,Y1994,Y1995,Y1996,Y1997,Y1998,Y1999,Y2000,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018
129,United Kingdom,GBR,CO2 & Methane Emissions,CO2 emissions (kg per 2010 US$ of GDP),EN.ATM.CO2E.KD.GD,0.785576122,0.782841067,0.759617212,0.725189528,0.726628016,0.710714559,0.662331853,0.643474314,0.654093678,0.661348355,0.646713432,0.60842802,0.581419924,0.557786573,0.553366403,0.53350859,0.525859389,0.504934301,0.518744481,0.475620137,0.46403321,0.444912415,0.424726476,0.40278952,0.408859573,0.402727373,0.384533153,0.362703404,0.36059823,0.342077904,0.352624699,0.344782344,0.329897756,0.318127526,0.302313762,0.302265068,0.278329989,0.270865028,0.261410314,0.257886131,0.252322115,0.238811335,0.23618311,0.230378826,0.224662388,0.218115986,0.207815032,0.205349489,0.194290106,0.199256222,0.178178816,0.183715364,0.175904681,0.157057581,,,,
130,Indonesia,IDN,CO2 & Methane Emissions,CO2 emissions (kg per 2010 US$ of GDP),EN.ATM.CO2E.KD.GD,0.406265745,0.352488844,0.357219816,0.33915417,0.36991828,0.341005435,0.353127674,0.35759109,0.405192461,0.404161267,0.410996745,0.426842455,0.447628364,0.433879489,0.435098306,0.466260919,0.571737012,0.610202512,0.575595425,0.522122683,0.511210994,0.526173503,0.502838164,0.502418802,0.529951068,0.502587605,0.485413197,0.491581101,0.453331563,0.482749273,0.542606219,0.57426361,0.581888882,0.548052641,0.514493081,0.537326056,0.564606095,0.499581931,0.559963376,0.580968315,0.627551382,0.624619981,0.615664144,0.62474159,0.598719866,0.572692391,0.585998154,0.613126738,0.627992488,0.567823631,0.752998479,0.749483738,0.546358495,0.492659481,,,,
131,India,IND,CO2 & Methane Emissions,CO2 emissions (kg per 2010 US$ of GDP),EN.ATM.CO2E.KD.GD,0.845057111,0.903251341,0.915225997,0.832752356,0.942299593,0.975733853,0.907407636,0.954602204,0.912211968,0.887572122,0.921222194,0.98025442,0.977270435,0.998753512,0.994737135,1.023406807,1.009403258,0.9686969,1.072057786,1.062337629,1.081362976,1.078347274,1.088543507,1.07464908,1.122426582,1.148833792,1.179660193,1.162153973,1.203880203,1.219852846,1.283198431,1.292094981,1.276915796,1.265076613,1.248017498,1.261591116,1.26108037,1.211621708,1.18395264,1.181479017,1.137265706,1.109380841,1.072766623,1.043479751,1.024031368,1.010549417,1.01343967,1.095380337,1.125788576,1.026304159,1.044422437,1.08541567,1.028473591,1.053341566,,,,
132,Italy,ITA,CO2 & Methane Emissions,CO2 emissions (kg per 2010 US$ of GDP),EN.ATM.CO2E.KD.GD,0.210764161,0.233358104,0.248608623,0.258246722,0.269701187,0.28729965,0.293304498,0.292982103,0.298846867,0.311996332,0.321757432,0.327615655,0.329389408,0.316698785,0.308073909,0.308586924,0.291760241,0.296138666,0.290140643,0.281607288,0.271388784,0.264309064,0.255377,0.251699341,0.247835035,0.237266381,0.240729515,0.234717723,0.238165694,0.238464463,0.238419533,0.23457329,0.231742818,0.224362686,0.230435837,0.225093434,0.223465277,0.224419615,0.221754933,0.21780448,0.21353307,0.21406226,0.221199272,0.22071224,0.218650791,0.212972408,0.206869382,0.201886011,0.191409813,0.189952105,0.185190019,0.177198956,0.168722373,0.156560282,,,,
133,Japan,JPN,CO2 & Methane Emissions,CO2 emissions (kg per 2010 US$ of GDP),EN.ATM.CO2E.KD.GD,0.317359428,0.301796857,0.30858627,0.305290084,0.310661737,0.304609799,0.320042285,0.325583642,0.336490074,0.394020857,0.390395152,0.385305922,0.382726247,0.387526483,0.357106902,0.35878243,0.353642297,0.32467931,0.325416398,0.313832929,0.295446745,0.276927941,0.262641489,0.267333896,0.247355546,0.239375804,0.226166025,0.23128545,0.228702687,0.233051027,0.226007821,0.229094639,0.227426747,0.238059694,0.23370684,0.230748681,0.227552773,0.221916063,0.229910269,0.228181467,0.224064662,0.226900865,0.227523851,0.226902274,0.218474662,0.214066958,0.214128861,0.209218845,0.201775652,0.205544679,0.209198319,0.212881928,0.211480697,0.205203387,,,,
134,"Korea, Rep.",KOR,CO2 & Methane Emissions,CO2 emissions (kg per 2010 US$ of GDP),EN.ATM.CO2E.KD.GD,0.572902574,0.659156268,0.737299872,0.709163811,0.744625323,0.798144898,0.856659445,0.801846099,0.799307998,0.919105048,0.906885224,0.871196468,0.919117774,0.869459349,0.871489029,0.878509938,0.886472728,0.858489233,0.92834268,0.956160552,0.924338919,0.866992694,0.814160616,0.800717103,0.808514059,0.7437095,0.698268198,0.718878607,0.713685279,0.680498179,0.652957981,0.668597739,0.708675005,0.693451042,0.68941617,0.690352438,0.69412855,0.622972705,0.613420368,0.630336535,0.606594413,0.58399103,0.568059856,0.560181925,0.517399942,0.500154976,0.499455835,0.497388545,0.49513231,0.517786073,0.519389292,0.503068008,0.496052315,0.475684452,,,,
135,Mexico,MEX,CO2 & Methane Emissions,CO2 emissions (kg per 2010 US$ of GDP),EN.ATM.CO2E.KD.GD,0.421399957,0.393396155,0.37845054,0.378533982,0.358046202,0.362964764,0.381745475,0.363920811,0.382959987,0.401009772,0.428025475,0.414640281,0.418763168,0.425291558,0.426744888,0.45755881,0.463484701,0.491120012,0.484347843,0.494175968,0.482622765,0.519776199,0.491920623,0.474298492,0.482327907,0.508099889,0.52119819,0.514109577,0.581983326,0.486904192,0.48706601,0.474290071,0.471890445,0.467304272,0.470458019,0.458620231,0.458165174,0.45842809,0.449015125,0.435288367,0.453067209,0.454797265,0.476245969,0.459423993,0.474553551,0.466691326,0.457444758,0.464256022,0.472972253,0.438937074,0.441776148,0.43671783,0.425687805,0.405572293,,,,
136,Russian Federation,RUS,CO2 & Methane Emissions,CO2 emissions (kg per 2010 US$ of GDP),EN.ATM.CO2E.KD.GD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.808620393,1.846696446,1.850608693,1.854551312,1.905049311,1.777464458,1.839420583,1.769961948,1.637186823,1.557348893,1.48703663,1.427841054,1.330176078,1.260289667,1.203845559,1.107955867,1.083576755,1.078666318,1.095489573,1.108718696,1.110039303,1.059281099,1.00861524,,,,
137,Saudi Arabia,SAU,CO2 & Methane Emissions,CO2 emissions (kg per 2010 US$ of GDP),EN.ATM.CO2E.KD.GD,,,,,,,,0.379017142,0.433543202,0.350599071,0.384177146,0.367564828,0.400346307,0.357672437,0.331305725,0.34265205,0.372340831,0.382728654,0.410291906,0.476246174,0.483955876,0.54998266,0.667405437,0.676845685,0.831955091,0.843701903,0.841124507,0.789838964,0.798474022,0.632139884,0.792120106,0.812287595,0.90509168,0.883266666,0.673038596,0.721523764,0.596397918,0.556685489,0.630758868,0.783008957,0.793349287,0.896549006,0.80808108,0.905320531,0.861439889,0.912041277,0.802458774,0.837833251,0.932586251,0.981606835,0.860358631,0.922263755,0.8601927,0.921911118,,,,
138,Turkey,TUR,CO2 & Methane Emissions,CO2 emissions (kg per 2010 US$ of GDP),EN.ATM.CO2E.KD.GD,0.196785693,0.232223162,0.22313389,0.245809155,0.248612296,0.257486957,0.261255243,0.265038406,0.272131468,0.289637175,0.307137794,0.32258703,0.345045418,0.335829139,0.336730017,0.342068889,0.366028549,0.341528749,0.336202497,0.345489784,0.347364676,0.365286501,0.362202407,0.359119514,0.383779876,0.392792623,0.398742119,0.378906909,0.416715643,0.399285121,0.403934537,0.396183259,0.38251547,0.395476766,0.401949622,0.409652638,0.401697773,0.396746851,0.402798748,0.414919676,0.397137985,0.394496444,0.396862446,0.373379356,0.360705454,0.371127119,0.384475675,0.380344528,0.390498724,0.386062624,0.374076422,0.366679708,0.333069259,0.337389231,,,,
139,United States,USA,CO2 & Methane Emissions,CO2 emissions (kg per 2010 US$ of GDP),EN.ATM.CO2E.KD.GD,0.888000732,0.867949935,0.868112984,0.856498948,0.838338302,0.826857902,0.837000511,0.827978514,0.843619869,0.909684673,0.886349685,0.882303407,0.872701802,0.845860418,0.812182985,0.8068227,0.792759683,0.774712882,0.752616032,0.727062808,0.680933937,0.65841814,0.634694862,0.610036612,0.587890475,0.568582956,0.5731534,0.574129428,0.560871314,0.535860383,0.536156872,0.527441425,0.525767414,0.512006555,0.50239683,0.495375019,0.484812295,0.466809046,0.454180018,0.451154026,0.439014549,0.435008856,0.425486855,0.415719423,0.403957959,0.386474445,0.385465928,0.374330068,0.360087411,0.359892819,0.347444019,0.328863867,0.325421186,0.323489041,,,,
140,South Africa,ZAF,CO2 & Methane Emissions,CO2 emissions (kg per 2010 US$ of GDP),EN.ATM.CO2E.KD.GD,1.244825995,1.213153403,1.173206746,1.184204133,1.196107481,1.146127912,1.115245901,1.104351829,1.094303239,1.086777557,1.173039443,1.175557804,1.135995718,1.090322041,1.123509261,1.145737077,1.187406899,1.165047012,1.215861999,1.190087144,1.272495396,1.393438346,1.477710275,1.52013164,1.579028921,1.611085124,1.569209883,1.570173099,1.52474643,1.404931342,1.478758052,1.396600483,1.46812213,1.502884284,1.55693799,1.501574289,1.55079824,1.509495163,1.464399366,1.418214923,1.356778361,1.254188858,1.381617318,1.47083096,1.293852987,1.31623331,1.30137826,1.342747788,1.3811281,1.263087251,1.213853258,1.182996641,1.148413346,1.184151553,,,,
141,Argentina,ARG,CO2 & Methane Emissions,CO2 emissions (kg per 2011 PPP $ of GDP),EN.ATM.CO2E.PP.GD.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.302312924,0.289240975,0.277705652,0.249399652,0.244601102,0.263190673,0.263122106,0.248795683,0.242716463,0.264102751,0.257423297,0.253351377,0.265177815,0.263863387,0.282374454,0.266854991,0.267282465,0.244832176,0.253997252,0.256919416,0.243612882,0.234357748,0.237680808,0.229076079,0.252522162,,,,
142,Australia,AUS,CO2 & Methane Emissions,CO2 emissions (kg per 2011 PPP $ of GDP),EN.ATM.CO2E.PP.GD.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.539009021,0.536575836,0.547681221,0.544960333,0.525452353,0.51284591,0.529261413,0.51518537,0.510503315,0.498823843,0.485994949,0.470133631,0.475018843,0.454378744,0.445016879,0.440603838,0.447199178,0.438592767,0.438823427,0.440400943,0.42718391,0.417937042,0.398388711,0.372481409,0.35254014,,,,
143,Brazil,BRA,CO2 & Methane Emissions,CO2 emissions (kg per 2011 PPP $ of GDP),EN.ATM.CO2E.PP.GD.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.135558149,0.140215608,0.14175659,0.141594963,0.141074426,0.144142073,0.155459584,0.158678315,0.164321965,0.167685773,0.164555884,0.166976265,0.159547785,0.152694149,0.15165232,0.151071723,0.145464743,0.143272109,0.145492526,0.137977758,0.146703739,0.14770408,0.155017144,0.161268599,0.168784691,,,,
144,Canada,CAN,CO2 & Methane Emissions,CO2 emissions (kg per 2011 PPP $ of GDP),EN.ATM.CO2E.PP.GD.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.543570499,0.544434332,0.557528015,0.548745097,0.538423537,0.536680151,0.541434968,0.536404511,0.533652919,0.522247122,0.516110136,0.502809749,0.478259985,0.490655789,0.471404639,0.453217194,0.424478725,0.404891628,0.405678454,0.399841804,0.38634593,0.37626988,0.35622301,0.347911586,0.351311148,,,,
145,China,CHN,CO2 & Methane Emissions,CO2 emissions (kg per 2011 PPP $ of GDP),EN.ATM.CO2E.PP.GD.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.413680673,1.358690114,1.247471695,1.172196044,1.101533326,1.077896318,1.022717004,0.938026192,0.833455796,0.772637234,0.730863514,0.690923925,0.698959699,0.749071968,0.784136469,0.793150313,0.779102456,0.734425363,0.719516834,0.696699682,0.69072067,0.699292011,0.667987133,0.634015113,0.592837314,,,,
146,Germany,DEU,CO2 & Methane Emissions,CO2 emissions (kg per 2011 PPP $ of GDP),EN.ATM.CO2E.PP.GD.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.355023148,0.334076146,0.331959836,0.319721202,0.314361356,0.321004351,0.305687658,0.297235832,0.280494972,0.275094225,0.278221164,0.270957103,0.270630848,0.265494869,0.257259821,0.253804036,0.235605746,0.23336568,0.2289806,0.230932323,0.214492967,0.215743972,0.219891099,0.204472382,,,,
147,European Union,EUU,CO2 & Methane Emissions,CO2 emissions (kg per 2011 PPP $ of GDP),EN.ATM.CO2E.PP.GD.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34511804,0.342574542,0.329757692,0.325519932,0.312199144,0.308327153,0.310356566,0.294870685,0.286471597,0.273183372,0.264138508,0.263701741,0.258489636,0.259619819,0.253280406,0.246729092,0.24015364,0.228736374,0.222069582,0.213369523,0.215333209,0.203420761,0.200029302,0.195296881,0.181764038,,,,
148,France,FRA,CO2 & Methane Emissions,CO2 emissions (kg per 2011 PPP $ of GDP),EN.ATM.CO2E.PP.GD.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.218952222,0.225331176,0.207707912,0.205607393,0.188705414,0.19084705,0.20227978,0.185156706,0.19190108,0.181361337,0.171348258,0.175116577,0.172021907,0.173171275,0.169763565,0.1676867,0.159598649,0.153074185,0.151520059,0.149859096,0.147466861,0.135625654,0.135782043,0.135356078,0.121705464,,,,
149,United Kingdom,GBR,CO2 & Methane Emissions,CO2 emissions (kg per 2011 PPP $ of GDP),EN.ATM.CO2E.PP.GD.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.365734558,0.377010724,0.368626026,0.352712083,0.340127873,0.323220497,0.323168436,0.297578109,0.289596902,0.279488341,0.275720439,0.26977164,0.255326512,0.25251653,0.246310846,0.240199084,0.23319996,0.222186637,0.219550587,0.207726384,0.213035936,0.190500906,0.196420337,0.188069501,0.167919016,,,,
150,Indonesia,IDN,CO2 & Methane Emissions,CO2 emissions (kg per 2011 PPP $ of GDP),EN.ATM.CO2E.PP.GD.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.178221496,0.200319498,0.212006781,0.214821881,0.202330209,0.189940682,0.198370166,0.208441417,0.184435781,0.206727417,0.214482026,0.231679574,0.230597359,0.22729104,0.230642254,0.221035548,0.211426718,0.216338943,0.22635428,0.231842422,0.209629268,0.277992164,0.276694591,0.201704764,0.181880149,,,,
151,India,IND,CO2 & Methane Emissions,CO2 emissions (kg per 2011 PPP $ of GDP),EN.ATM.CO2E.PP.GD.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.372037993,0.391357507,0.39407083,0.389441391,0.385830607,0.380627816,0.384767579,0.384611809,0.369527611,0.361088934,0.360334514,0.346850074,0.338345582,0.327178759,0.318246675,0.312315191,0.308203385,0.309084872,0.334075625,0.343349711,0.31300836,0.318534181,0.331036541,0.313670007,0.32125439,,,,
152,Italy,ITA,CO2 & Methane Emissions,CO2 emissions (kg per 2011 PPP $ of GDP),EN.ATM.CO2E.PP.GD.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.235824605,0.235780173,0.231976509,0.229177371,0.221878938,0.227884859,0.222601597,0.220991464,0.221935237,0.219300054,0.215393333,0.211169209,0.211692541,0.218750544,0.218268904,0.216230275,0.210614753,0.20457929,0.199651085,0.189290861,0.187849291,0.183139922,0.175237322,0.166854577,0.154827123,,,,
153,Japan,JPN,CO2 & Methane Emissions,CO2 emissions (kg per 2011 PPP $ of GDP),EN.ATM.CO2E.PP.GD.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.290143505,0.281374865,0.285217887,0.283141397,0.296379187,0.290959977,0.287277133,0.283298297,0.276280715,0.286233329,0.284081008,0.278955674,0.282486686,0.28326229,0.28248844,0.271996244,0.266508748,0.266585816,0.260472951,0.251206337,0.255898694,0.260447398,0.265033411,0.263288908,0.255473793,,,,
154,"Korea, Rep.",KOR,CO2 & Methane Emissions,CO2 emissions (kg per 2011 PPP $ of GDP),EN.ATM.CO2E.PP.GD.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.495192388,0.475151633,0.486532545,0.515696409,0.504618069,0.501681929,0.502363242,0.505111085,0.453331618,0.446380469,0.458690211,0.441413283,0.424965005,0.413372033,0.407639335,0.376507271,0.363958265,0.363449506,0.361945158,0.360303317,0.376788256,0.377954903,0.366078052,0.360972796,0.346151285,,,,
155,Mexico,MEX,CO2 & Methane Emissions,CO2 emissions (kg per 2011 PPP $ of GDP),EN.ATM.CO2E.PP.GD.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.279343268,0.279436105,0.272106383,0.270729686,0.268098539,0.269907885,0.263116392,0.26285532,0.263006158,0.257605818,0.249730598,0.259930551,0.260923107,0.273228507,0.26357752,0.272257545,0.267746884,0.262442008,0.266349718,0.271350333,0.251823909,0.253452722,0.250550699,0.244222631,0.2326821,,,,
156,Russian Federation,RUS,CO2 & Methane Emissions,CO2 emissions (kg per 2011 PPP $ of GDP),EN.ATM.CO2E.PP.GD.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.827704416,0.845129696,0.846920113,0.848724429,0.871834539,0.813446087,0.84179994,0.810012607,0.749248857,0.712711501,0.68053351,0.653443005,0.608747207,0.576764105,0.550932793,0.507049444,0.495892487,0.493645255,0.501344318,0.507398548,0.508002915,0.484773724,0.461586794,,,,
157,Saudi Arabia,SAU,CO2 & Methane Emissions,CO2 emissions (kg per 2011 PPP $ of GDP),EN.ATM.CO2E.PP.GD.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.268041039,0.335876127,0.34442758,0.383778527,0.374524248,0.285382981,0.305941745,0.252885669,0.236046736,0.267455458,0.332012802,0.336397326,0.380156248,0.342643927,0.383875566,0.36526922,0.386725308,0.340259946,0.355259493,0.395436823,0.416222615,0.364810743,0.39105986,0.364740385,0.390910335,,,,
158,Turkey,TUR,CO2 & Methane Emissions,CO2 emissions (kg per 2011 PPP $ of GDP),EN.ATM.CO2E.PP.GD.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.237277638,0.240040583,0.235434338,0.22731217,0.235014501,0.238861035,0.243438599,0.238711372,0.235769256,0.239365633,0.246568569,0.23600169,0.234431938,0.235837949,0.221882979,0.214351434,0.220544573,0.228477034,0.226022075,0.232056268,0.229420088,0.222297214,0.217901672,0.197928455,0.200495625,,,,
159,United States,USA,CO2 & Methane Emissions,CO2 emissions (kg per 2011 PPP $ of GDP),EN.ATM.CO2E.PP.GD.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.524895814,0.525186237,0.516649122,0.515009364,0.501530074,0.492116979,0.485238847,0.474892253,0.457257379,0.444886762,0.441922686,0.430031603,0.426107873,0.416780707,0.407213132,0.395692327,0.378566554,0.377578673,0.36667067,0.352719441,0.352528831,0.340334753,0.322134781,0.318762543,0.316869933,,,,
160,South Africa,ZAF,CO2 & Methane Emissions,CO2 emissions (kg per 2011 PPP $ of GDP),EN.ATM.CO2E.PP.GD.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.859940899,0.905129305,0.854841685,0.89861919,0.91989667,0.952982267,0.919094838,0.949224203,0.923943106,0.896340533,0.868071613,0.830467062,0.76767331,0.845670677,0.900277231,0.791951228,0.805649944,0.796557353,0.821879124,0.845371232,0.773119906,0.742984395,0.724097445,0.702929443,0.724804353,,,,
161,Argentina,ARG,CO2 & Methane Emissions,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.465866914,0.431142729,0.404724863,0.355059681,0.340947665,0.359325091,0.352772112,0.327909991,0.316337207,0.339311392,0.32349811,0.311547458,0.321012826,0.313597826,0.326799818,0.299509173,0.291177333,0.259742594,0.264324371,0.265342507,0.248701721,0.234357748,0.233208226,0.220889001,0.238975967,,,,
162,Australia,AUS,CO2 & Methane Emissions,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.891698978,0.850316626,0.842127085,0.820697344,0.776327249,0.746445023,0.751035902,0.720053512,0.69991697,0.68041679,0.653303316,0.612121362,0.604857788,0.569206321,0.543502735,0.527081349,0.514518238,0.488650487,0.484816106,0.451613964,0.451141252,0.417937042,0.398650117,0.350656101,0.328257116,,,,
163,Brazil,BRA,CO2 & Methane Emissions,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.208896317,0.20900545,0.206594343,0.201582729,0.196642598,0.196792169,0.208427207,0.209136286,0.214164094,0.215437714,0.206793705,0.205331551,0.193141668,0.181474792,0.175511452,0.169557882,0.158469191,0.151997461,0.151408018,0.142501352,0.149768239,0.14770408,0.152100094,0.155504931,0.159730475,,,,
164,Canada,CAN,CO2 & Methane Emissions,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.779002256,0.755022533,0.756082967,0.726988502,0.698407659,0.681957209,0.675681998,0.65805984,0.640633187,0.61100712,0.595065392,0.56525249,0.536747939,0.542399164,0.511532873,0.477411739,0.439388785,0.427368232,0.418972078,0.41140418,0.392961892,0.37626988,0.353318331,0.333593673,0.332100774,,,,
165,China,CHN,CO2 & Methane Emissions,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.178494531,2.025264104,1.81805018,1.668805672,1.53541915,1.471614429,1.371173418,1.236308271,1.086259559,0.992661434,0.918459861,0.849632614,0.846130467,0.89026122,0.907502969,0.890205552,0.848753681,0.779152283,0.748771229,0.719540948,0.70514916,0.699292011,0.655417221,0.611355695,0.561035392,,,,
166,Germany,DEU,CO2 & Methane Emissions,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.552618601,0.508357944,0.494629956,0.466976844,0.449651466,0.451611002,0.427800753,0.411340258,0.381030708,0.371125117,0.365262382,0.344727286,0.333701931,0.316198413,0.304030416,0.290447254,0.261721617,0.251474095,0.239483597,0.23824753,0.214492967,0.212162857,0.208708846,0.189089068,,,,
167,European Union,EUU,CO2 & Methane Emissions,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.570855649,0.547898743,0.515496778,0.497370065,0.467174094,0.45143934,0.446100408,0.417505253,0.399777207,0.377326912,0.354659606,0.344591896,0.327244057,0.32448341,0.308958681,0.295998251,0.274658719,0.25383505,0.236531344,0.222251002,0.221031505,0.203420761,0.195639308,0.184653368,0.169637264,,,,
168,France,FRA,CO2 & Methane Emissions,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.366042679,0.364384567,0.32840174,0.317556895,0.285358519,0.282669981,0.294445688,0.263598883,0.268472613,0.250875579,0.227891772,0.223735109,0.212757285,0.217330508,0.210790054,0.199996164,0.182096249,0.169159952,0.162144443,0.15679198,0.151224902,0.135625654,0.13469163,0.128078906,0.113926282,,,,
169,United Kingdom,GBR,CO2 & Methane Emissions,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.581547666,0.579860097,0.55431471,0.518106117,0.48924572,0.451939598,0.433841154,0.392480093,0.384752838,0.37058172,0.348372632,0.332645362,0.306314201,0.299167411,0.281221766,0.274974786,0.255952769,0.242055107,0.229797592,0.216396152,0.216226687,0.190500906,0.192000622,0.178775608,0.157479346,,,,
170,Indonesia,IDN,CO2 & Methane Emissions,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.274640915,0.298596335,0.308976122,0.305832779,0.282026581,0.259319421,0.265958126,0.274723511,0.240378831,0.265597263,0.269534773,0.284897534,0.279151217,0.27013212,0.266928703,0.248082953,0.230328122,0.229514107,0.235557481,0.239443364,0.214008222,0.277992164,0.271487864,0.194495925,0.172123444,,,,
171,India,IND,CO2 & Methane Emissions,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.573313866,0.583357678,0.574314067,0.554431152,0.537806427,0.519657946,0.515864188,0.506914161,0.481612704,0.463916368,0.452824339,0.426523275,0.40958657,0.388847232,0.368315738,0.350532191,0.335756556,0.327908315,0.347658602,0.354606415,0.319546804,0.318534181,0.324807229,0.30245958,0.304021151,,,,
172,Italy,ITA,CO2 & Methane Emissions,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.395603651,0.382590496,0.36803162,0.355175635,0.336675265,0.338686901,0.325194451,0.316962923,0.309130502,0.303321496,0.292237353,0.28184369,0.276035765,0.280194229,0.278262848,0.27102275,0.248987091,0.232124422,0.213993945,0.196349186,0.194516985,0.183139922,0.17007519,0.157868366,0.145624676,,,,
173,Japan,JPN,CO2 & Methane Emissions,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.453616958,0.425517892,0.421719031,0.40895937,0.419129561,0.403015341,0.390759227,0.378815006,0.365319577,0.373092954,0.358525365,0.344500591,0.339953606,0.336227793,0.326518709,0.306311585,0.291084663,0.283551769,0.271547962,0.259673968,0.261477619,0.260447398,0.259162923,0.250956923,0.2434638,,,,
174,"Korea, Rep.",KOR,CO2 & Methane Emissions,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.696251849,0.64622049,0.646955352,0.669864359,0.641769919,0.624931987,0.614528475,0.607415796,0.539081412,0.523260562,0.52651416,0.495807469,0.470418787,0.455384571,0.437296344,0.397053296,0.376306741,0.365950178,0.361091178,0.364343627,0.376624791,0.377954903,0.362425308,0.360230646,0.344482819,,,,
175,Mexico,MEX,CO2 & Methane Emissions,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.583693089,0.563967856,0.534912334,0.447701969,0.434081747,0.428036026,0.40976274,0.402417102,0.398166487,0.384440316,0.363229252,0.369950353,0.364267588,0.371916417,0.34937369,0.347570634,0.322682535,0.308015024,0.298235917,0.290696681,0.266670703,0.253452722,0.246588194,0.237511461,0.221126542,,,,
176,Russian Federation,RUS,CO2 & Methane Emissions,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.039233905,2.033974405,1.995668325,1.958846284,1.972983451,1.809978999,1.853099435,1.758552956,1.556994628,1.449401864,1.33323816,1.1983981,1.087402076,0.951884251,0.782519455,0.701122359,0.595850917,0.568534767,0.570730808,0.507398548,0.495838419,0.472310473,0.453301697,,,,
